"(484292.1422446102, 6802380.273809485)","(486413.59175929986, 6801352.207750512)","(484359.93207715324, 6801234.021418659)","(486036.3479487545, 6800298.331385804)","(482892.5572885451, 6800797.034281549)"
"(484401.7425698361, 6802460.209228345)","(486276.2839046707, 6801292.785995648)","(484335.1227769452, 6801230.658056282)","(486108.11442351603, 6800283.105579059)","(482965.31214491074, 6800669.778235572)"
"(484479.2109115382, 6802368.079162635)","(486150.5664057743, 6801242.893094297)","(484359.93207715324, 6801234.021418659)","(485870.32606018544, 6800602.398438702)","(483036.7048677236, 6800541.755105892)"
"(484427.3638586412, 6802359.8589479355)","(486027.322370933, 6801230.101936586)","(484335.1227769452, 6801230.658056282)","(485846.35608732485, 6800526.299188967)","(483166.1835998253, 6800607.482125729)"
"(484089.8264646924, 6802370.62933042)","(485909.809132485, 6801210.148772388)","(484359.93207715324, 6801234.021418659)","(485954.7367982981, 6800501.622769156)","(483294.54197714536, 6800678.1028544605)"
"(484182.5420272897, 6802300.338242675)","(485821.50741538726, 6801293.527904377)","(484343.74778357113, 6801122.623436566)","(485992.6872720469, 6800421.139225998)","(483415.21613396285, 6800761.239610553)"
"(484292.1422446102, 6802380.273809485)","(485720.01938401116, 6801355.78763997)","(484280.4760103393, 6801020.679244869)","(486036.3479487545, 6800298.331385804)","(483533.2318603114, 6800848.143769789)"
"(484401.7425698361, 6802460.209228345)","(485605.09029933694, 6801262.221017015)","(484187.67629709974, 6801124.036742199)","(486108.11442351603, 6800283.105579059)","(483646.2911984867, 6800937.19619279)"
"(484479.2109115382, 6802368.079162635)","(485480.4095857244, 6801179.474162366)","(484228.98629903886, 6801161.970029954)","(486108.11442351603, 6800283.105579059)","(483758.639581242, 6800976.304712098)"
"(484427.3638586412, 6802359.8589479355)","(485358.27667811216, 6801093.129479815)","(484359.93207715324, 6801234.021418659)","(485870.32606018544, 6800602.398438702)","(483874.91391224554, 6801065.522037544)"
"(484089.8264646924, 6802370.62933042)","(485257.14750108006, 6801018.35399572)","(484335.1227769452, 6801230.658056282)","(485817.15559855575, 6800513.205020158)","(483963.8042894133, 6800955.893402462)"
"(483983.3109593851, 6802326.983647524)","(485154.00967465236, 6800929.945637937)","(484335.1227769452, 6801230.658056282)","(485801.17822913197, 6800422.913423151)","(484004.27192712086, 6800815.247618418)"
"(483922.3432145619, 6802183.764011031)","(485035.2662149878, 6800838.8178480705)","(484359.93207715324, 6801234.021418659)","(485695.02800688095, 6800442.260134875)","(484035.3076599012, 6800677.063457849)"
"(483853.873672007, 6802051.973098722)","(484915.4552255013, 6800749.108684031)","(484335.1227769452, 6801230.658056282)","(485629.1141677602, 6800567.023957962)","(484057.88627619966, 6800532.223352225)"
"(483838.2636847507, 6802050.122166033)","(484796.0593722422, 6800658.834053599)","(484359.93207715324, 6801234.021418659)","(485503.69232240407, 6800542.280636055)","(484075.2992711439, 6800401.36138999)"
"(484089.8264646924, 6802370.62933042)","(484675.70856429945, 6800569.83244439)","(484343.74778357113, 6801122.623436566)","(485435.72423705924, 6800674.925124272)","(484139.252643101, 6800400.0076801665)"
"(484133.7804768221, 6802512.086206255)","(484557.7821650039, 6800477.677063972)","(484280.4760103393, 6801020.679244869)","(485353.9142929732, 6800799.760244536)","(482839.9423540146, 6800721.272667667)"
"(484178.6468300522, 6802653.275891199)","(484433.45645341557, 6800394.454477728)","(484187.67629709974, 6801124.036742199)","(485244.96346285474, 6800800.932689714)","(482892.5572885451, 6800797.034281549)"
"(484226.96094540064, 6802635.3266480155)","(484296.89311172004, 6800333.979995218)","(484228.98629903886, 6801161.970029954)","(485153.8113572031, 6800858.603253765)","(482965.31214491074, 6800669.778235572)"
"(484232.887772119, 6802616.466342577)","(484156.2792366264, 6800322.519215385)","(484359.93207715324, 6801234.021418659)","(485036.0657977569, 6800773.929988891)","(483036.7048677236, 6800541.755105892)"
"(484089.8264646924, 6802370.62933042)","(484075.2992711439, 6800401.36138999)","(484385.0738892345, 6801248.375789071)","(484917.87063032534, 6800682.887000933)","(483166.1835998253, 6800607.482125729)"
"(484215.3010484238, 6802434.71768507)","(484139.252643101, 6800400.0076801665)","(484373.08923392056, 6801357.222181633)","(484798.97073615494, 6800593.150841299)","(483294.54197714536, 6800678.1028544605)"
"(484336.3843224589, 6802524.174558226)","(486994.98687566986, 6801600.280082232)","(484344.4648462272, 6801472.14403902)","(484672.94694652944, 6800520.6995012555)","(483415.21613396285, 6800761.239610553)"
"(484441.4874007233, 6802510.94391091)","(486985.8171718691, 6801581.464092893)","(484255.20212139236, 6801590.562466653)","(484556.47256662697, 6800476.683675925)","(483533.2318603114, 6800848.143769789)"
"(484529.62215518137, 6802401.15494614)","(486994.98687566986, 6801600.280082232)","(484162.3333907779, 6801669.82900571)","(484432.4068303616, 6800393.807877359)","(483646.2911984867, 6800937.19619279)"
"(484619.4559532048, 6802322.00483135)","(486927.6943674505, 6801732.664699735)","(484075.65185288433, 6801790.182397811)","(484296.1204193669, 6800333.699971188)","(483758.639581242, 6800976.304712098)"
"(484743.4995681825, 6802406.585942608)","(486848.7110986196, 6801858.884773559)","(483988.3796955535, 6801910.110454264)","(484155.8776578916, 6800322.432030224)","(483874.91391224554, 6801065.522037544)"
"(484885.5080726605, 6802456.329098723)","(486754.41930369136, 6801958.45379313)","(483901.7011876716, 6802030.454376015)","(484075.2992711439, 6800401.36138999)","(483963.8042894133, 6800955.893402462)"
"(484995.78992111323, 6802428.705370232)","(486610.5882848897, 6801992.610311548)","(483786.0368664936, 6802076.960891128)","(484139.252643101, 6800400.0076801665)","(484004.27192712086, 6800815.247618418)"
"(485118.7886792091, 6802480.243332937)","(486486.9747909538, 6801997.549794448)","(483643.0339914925, 6802045.02344357)","(485870.32606018544, 6800602.398438702)","(484035.3076599012, 6800677.063457849)"
"(485244.32799849584, 6802555.46669771)","(486381.0072881631, 6801986.226284916)","(483542.65163226106, 6802092.126382941)","(485806.77140274545, 6800508.626005061)","(484057.88627619966, 6800532.223352225)"
"(485373.94545075065, 6802480.891092275)","(486311.65786284104, 6802080.375555358)","(483415.62305583945, 6802080.422695817)","(485780.8929054946, 6800412.738909578)","(484075.2992711439, 6800401.36138999)"
"(485510.9582186242, 6802422.88691692)","(486167.06712155783, 6802115.60780748)","(483275.7859047587, 6802032.286304347)","(485668.6262748171, 6800440.581123736)","(484139.252643101, 6800400.0076801665)"
"(485641.86961248633, 6802430.882153236)","(486027.9924901062, 6802166.456971014)","(483136.3304982518, 6801982.054521242)","(485644.08470442414, 6800448.347405804)","(482839.9423540146, 6800721.272667667)"
"(485761.0989377154, 6802522.79532241)","(485900.4313894777, 6802243.18569943)","(483123.47393957566, 6801950.492328914)","(485870.32606018544, 6800602.398438702)","(482893.73836662894, 6800794.95157544)"
"(485885.2829081064, 6802606.536251483)","(485766.79252458125, 6802308.711256731)","(484359.93207715324, 6801234.021418659)","(485765.55528022395, 6800639.856146333)","(482967.5863307706, 6800665.564149743)"
"(486003.99279678497, 6802696.852825161)","(485631.139711829, 6802370.096220679)","(484343.74778357113, 6801122.623436566)","(485695.05397704674, 6800774.576432935)","(483042.52047157893, 6800543.13054884)"
"(486138.1437777894, 6802760.56866184)","(485498.6135204931, 6802427.177495856)","(484280.4760103393, 6801020.679244869)","(485606.511649481, 6800850.419751897)","(483174.70222909586, 6800611.85873608)"
"(486273.95470512897, 6802824.664897975)","(485364.02737706364, 6802486.563297116)","(484187.67629709974, 6801124.036742199)","(485562.64472618996, 6800994.94828987)","(483304.3570849808, 6800684.95697093)"
"(486409.10267601715, 6802869.639871205)","(485236.26534499956, 6802557.034470742)","(484228.98629903886, 6801161.970029954)","(485527.7214973072, 6801127.348349995)","(483352.63981605036, 6800677.615172666)"
"(486526.0952121634, 6802774.932328993)","(485111.7750675135, 6802476.115114699)","(484359.93207715324, 6801234.021418659)","(485645.91686377476, 6801213.658374195)","(483443.5277650448, 6800597.154559472)"
"(486646.8220666914, 6802842.450167789)","(484993.15339524316, 6802434.640945499)","(484335.1227769452, 6801230.658056282)","(485763.31883468066, 6801304.485337444)","(483450.0009930222, 6800620.890899831)"
"(486767.50765475427, 6802866.714271995)","(484880.9160677797, 6802454.764539453)","(484359.93207715324, 6801234.021418659)","(485684.5869880099, 6801357.082513234)","(482839.9423540146, 6800721.272667667)"
"(486895.75344713335, 6802938.358715568)","(484740.4978621458, 6802405.455105704)","(484343.74778357113, 6801122.623436566)","(485549.75355010526, 6801360.433597418)","(482893.73836662894, 6800794.95157544)"
"(487042.1897764948, 6802935.880303593)","(484618.20257847867, 6802321.069200922)","(484280.4760103393, 6801020.679244869)","(485437.0361026978, 6801407.07463946)","(482967.5863307706, 6800665.564149743)"
"(487171.816522893, 6803011.922334445)","(484495.9988144176, 6802256.784052046)","(484187.67629709974, 6801124.036742199)","(485388.0889919398, 6801550.9840498)","(483042.52047157893, 6800543.13054884)"
"(487282.61152729194, 6803097.291300808)","(484372.0979424462, 6802176.724788185)","(484228.98629903886, 6801161.970029954)","(485328.495345962, 6801690.853089157)","(483174.70222909586, 6800611.85873608)"
"(487414.34934281197, 6803126.307157993)","(484252.8893795076, 6802087.50146424)","(484359.93207715324, 6801234.021418659)","(485266.40228596906, 6801829.651482349)","(483304.3570849808, 6800684.95697093)"
"(487492.3759526467, 6802997.7422359055)","(484161.8607834443, 6801994.608726292)","(484382.2694400232, 6801252.09581447)","(485203.5295500716, 6801968.09876372)","(483352.63981605036, 6800677.615172666)"
