id,owner,device,timestamp,cellinfo.wgs84.lon,cellinfo.wgs84.lat,cellinfo.azimuth_degrees,cell
3338,AgentD,D_1,2023-05-01 14:37:27,4.354546234187175,51.98921655191236,120,0-0-0
3339,AgentT,T_1,2023-05-01 14:37:27,4.345080687398505,52.002454495256956,120,0-0-0
3340,AgentO,O_1,2023-05-01 14:37:50,4.367319006028084,52.01656390349047,120,0-0-0
3341,AgentH,H_1,2023-05-01 14:38:13,4.343948528788537,52.018561346495936,110,0-0-0
3342,AgentC,C_1,2023-05-01 14:38:36,4.351158254660443,52.01675535907515,180,0-0-0
3343,AgentF,F_2,2023-05-01 14:38:36,4.351158254660443,52.01675535907515,60,0-0-0
3344,AgentT,T_1,2023-05-01 14:38:36,4.345080687398505,52.002454495256956,120,0-0-0
3345,AgentI,I_2,2023-05-01 14:38:59,4.356195988642664,52.02068273213007,240,0-0-0
3346,AgentK,K_2,2023-05-01 14:38:59,4.358461253347032,51.981664304120635,120,0-0-0
3347,AgentG,G_1,2023-05-01 14:39:22,4.3497636751020305,52.00588464056726,90,0-0-0
3348,AgentO,O_2,2023-05-01 14:39:22,4.367319006028084,52.01656390349047,120,0-0-0
3349,AgentE,E_1,2023-05-01 14:39:45,4.343843507959375,51.988654715211474,20,0-0-0
3350,AgentG,G_1,2023-05-01 14:40:31,4.3497636751020305,52.00588464056726,90,0-0-0
3351,AgentH,H_2,2023-05-01 14:40:31,4.343948528788537,52.018561346495936,110,0-0-0
3352,AgentO,O_2,2023-05-01 14:40:31,4.367319006028084,52.01656390349047,120,0-0-0
3353,AgentG,G_1,2023-05-01 14:41:17,4.3497636751020305,52.00588464056726,90,0-0-0
3354,AgentK,K_2,2023-05-01 14:41:40,4.358461253347032,51.981664304120635,120,0-0-0
3355,AgentO,O_1,2023-05-01 14:41:40,4.367319006028084,52.01656390349047,120,0-0-0
3356,AgentQ,Q_1,2023-05-01 14:41:40,4.331826600915831,52.00559032961253,130,0-0-0
3357,AgentR,R_1,2023-05-01 14:41:40,4.3130442538808955,52.010795718961376,240,0-0-0
3358,AgentP,P_2,2023-05-01 14:42:26,4.3722575502121686,52.00756391246674,110,0-0-0
3359,AgentM,M_1,2023-05-01 14:42:49,4.362993490298012,51.99228364970938,60,0-0-0
3360,AgentH,H_2,2023-05-01 14:43:12,4.343948528788537,52.018561346495936,110,0-0-0
3361,AgentK,K_2,2023-05-01 14:43:12,4.358461253347032,51.981664304120635,120,0-0-0
3362,AgentK,K_1,2023-05-01 14:43:35,4.358461253347032,51.981664304120635,120,0-0-0
3363,AgentG,G_1,2023-05-01 14:43:58,4.3497636751020305,52.00588464056726,90,0-0-0
3364,AgentE,E_1,2023-05-01 14:44:21,4.354546234187175,51.98921655191236,120,0-0-0
3365,AgentD,D_2,2023-05-01 14:44:44,4.354546234187175,51.98921655191236,120,0-0-0
3366,AgentT,T_1,2023-05-01 14:44:44,4.345080687398505,52.002454495256956,120,0-0-0
3367,AgentJ,J_1,2023-05-01 14:45:07,4.356550142366685,51.996416163037686,300,0-0-0
3368,AgentR,R_2,2023-05-01 14:45:07,4.3130442538808955,52.010795718961376,240,0-0-0
3369,AgentQ,Q_2,2023-05-01 14:45:30,4.331826600915831,52.00559032961253,130,0-0-0
3370,AgentD,D_1,2023-05-01 14:46:16,4.354546234187175,51.98921655191236,120,0-0-0
3371,AgentI,I_2,2023-05-01 14:47:02,4.356195988642664,52.02068273213007,240,0-0-0
3372,AgentM,M_1,2023-05-01 14:47:02,4.362993490298012,51.99228364970938,60,0-0-0
3373,AgentO,O_1,2023-05-01 14:47:02,4.367319006028084,52.01656390349047,120,0-0-0
3374,AgentD,D_1,2023-05-01 14:47:48,4.354546234187175,51.98921655191236,120,0-0-0
3375,AgentE,E_1,2023-05-01 14:47:48,4.354546234187175,51.98921655191236,120,0-0-0
3376,AgentF,F_2,2023-05-01 14:47:48,4.351158254660443,52.01675535907515,60,0-0-0
3377,AgentH,H_1,2023-05-01 14:47:48,4.343948528788537,52.018561346495936,110,0-0-0
3378,AgentT,T_2,2023-05-01 14:47:48,4.345080687398505,52.002454495256956,120,0-0-0
3379,AgentB,B_1,2023-05-01 14:48:11,4.356195988642664,52.02068273213007,240,0-0-0
3380,AgentE,E_2,2023-05-01 14:48:11,4.354546234187175,51.98921655191236,120,0-0-0
3381,AgentO,O_1,2023-05-01 14:48:34,4.367319006028084,52.01656390349047,120,0-0-0
3382,AgentR,R_1,2023-05-01 14:48:34,4.3130442538808955,52.010795718961376,240,0-0-0
3383,AgentA,A_1,2023-05-01 14:48:57,4.345080687398505,52.002454495256956,120,0-0-0
3384,AgentN,N_1,2023-05-01 14:48:57,4.343843507959375,51.988654715211474,20,0-0-0
3385,AgentR,R_1,2023-05-01 14:48:57,4.3130442538808955,52.010795718961376,240,0-0-0
3386,AgentT,T_2,2023-05-01 14:49:20,4.345080687398505,52.002454495256956,120,0-0-0
3387,AgentA,A_1,2023-05-01 14:50:06,4.345080687398505,52.002454495256956,120,0-0-0
3388,AgentS,S_1,2023-05-01 14:50:06,4.355000928025534,52.01057788285986,20,0-0-0
3389,AgentN,N_1,2023-05-01 14:50:29,4.343843507959375,51.988654715211474,20,0-0-0
3390,AgentF,F_2,2023-05-01 14:50:52,4.351158254660443,52.01675535907515,60,0-0-0
3391,AgentI,I_2,2023-05-01 14:50:52,4.356195988642664,52.02068273213007,240,0-0-0
3392,AgentK,K_2,2023-05-01 14:50:52,4.358461253347032,51.981664304120635,120,0-0-0
3393,AgentM,M_1,2023-05-01 14:50:52,4.362993490298012,51.99228364970938,60,0-0-0
3394,AgentT,T_2,2023-05-01 14:50:52,4.345080687398505,52.002454495256956,120,0-0-0
3395,AgentC,C_2,2023-05-01 14:51:15,4.351158254660443,52.01675535907515,180,0-0-0
3396,AgentJ,J_1,2023-05-01 14:51:15,4.356550142366685,51.996416163037686,300,0-0-0
3397,AgentB,B_2,2023-05-01 14:51:38,4.356195988642664,52.02068273213007,240,0-0-0
3398,AgentE,E_2,2023-05-01 14:52:24,4.354546234187175,51.98921655191236,120,0-0-0
3399,AgentB,B_2,2023-05-01 14:52:47,4.356195988642664,52.02068273213007,240,0-0-0
3400,AgentO,O_1,2023-05-01 14:53:33,4.367319006028084,52.01656390349047,120,0-0-0
3401,AgentA,A_2,2023-05-01 14:53:56,4.345080687398505,52.002454495256956,120,0-0-0
3402,AgentJ,J_1,2023-05-01 14:53:56,4.356550142366685,51.996416163037686,300,0-0-0
3403,AgentB,B_2,2023-05-01 14:54:19,4.356195988642664,52.02068273213007,240,0-0-0
3404,AgentH,H_1,2023-05-01 14:54:19,4.343948528788537,52.018561346495936,110,0-0-0
3405,AgentI,I_1,2023-05-01 14:54:19,4.356195988642664,52.02068273213007,240,0-0-0
3406,AgentN,N_1,2023-05-01 14:54:19,4.343843507959375,51.988654715211474,20,0-0-0
3407,AgentS,S_2,2023-05-01 14:54:19,4.355000928025534,52.01057788285986,20,0-0-0
3408,AgentI,I_1,2023-05-01 14:55:05,4.356195988642664,52.02068273213007,240,0-0-0
3409,AgentS,S_1,2023-05-01 14:55:05,4.355000928025534,52.01057788285986,20,0-0-0
3410,AgentK,K_2,2023-05-01 14:55:28,4.358461253347032,51.981664304120635,120,0-0-0
3411,AgentN,N_2,2023-05-01 14:55:28,4.343843507959375,51.988654715211474,20,0-0-0
3412,AgentR,R_1,2023-05-01 14:55:28,4.3130442538808955,52.010795718961376,240,0-0-0
3413,AgentG,G_1,2023-05-01 14:55:51,4.3497636751020305,52.00588464056726,90,0-0-0
3414,AgentL,L_2,2023-05-01 14:55:51,4.362993490298012,51.99228364970938,200,0-0-0
3415,AgentS,S_2,2023-05-01 14:55:51,4.355000928025534,52.01057788285986,20,0-0-0
3416,AgentG,G_1,2023-05-01 14:56:14,4.3497636751020305,52.00588464056726,90,0-0-0
3417,AgentT,T_2,2023-05-01 14:56:14,4.345080687398505,52.002454495256956,120,0-0-0
3418,AgentC,C_2,2023-05-01 14:56:37,4.351158254660443,52.01675535907515,180,0-0-0
3419,AgentJ,J_1,2023-05-01 14:56:37,4.356550142366685,51.996416163037686,300,0-0-0
3420,AgentR,R_1,2023-05-01 14:56:37,4.3130442538808955,52.010795718961376,240,0-0-0
3421,AgentG,G_1,2023-05-01 14:57:00,4.3497636751020305,52.00588464056726,90,0-0-0
3422,AgentM,M_2,2023-05-01 14:57:23,4.362993490298012,51.99228364970938,60,0-0-0
3423,AgentP,P_1,2023-05-01 14:57:23,4.3722575502121686,52.00756391246674,110,0-0-0
3424,AgentO,O_2,2023-05-01 14:58:09,4.367319006028084,52.01656390349047,120,0-0-0
3425,AgentB,B_1,2023-05-01 14:58:32,4.356195988642664,52.02068273213007,240,0-0-0
3426,AgentL,L_1,2023-05-01 14:58:32,4.362993490298012,51.99228364970938,200,0-0-0
3427,AgentT,T_2,2023-05-01 14:58:32,4.345080687398505,52.002454495256956,120,0-0-0
3428,AgentA,A_2,2023-05-01 14:58:55,4.345080687398505,52.002454495256956,120,0-0-0
3429,AgentL,L_2,2023-05-01 14:58:55,4.362993490298012,51.99228364970938,200,0-0-0
3430,AgentP,P_1,2023-05-01 14:58:55,4.3722575502121686,52.00756391246674,110,0-0-0
3431,AgentA,A_2,2023-05-01 14:59:18,4.345080687398505,52.002454495256956,120,0-0-0
3432,AgentI,I_2,2023-05-01 14:59:18,4.356195988642664,52.02068273213007,240,0-0-0
3433,AgentP,P_1,2023-05-01 14:59:18,4.3722575502121686,52.00756391246674,110,0-0-0
3434,AgentJ,J_2,2023-05-01 15:01:13,4.356550142366685,51.996416163037686,300,0-0-0
3435,AgentH,H_1,2023-05-01 15:01:36,4.343948528788537,52.018561346495936,110,0-0-0
3436,AgentK,K_2,2023-05-01 15:01:36,4.358461253347032,51.981664304120635,120,0-0-0
3437,AgentB,B_1,2023-05-01 15:01:59,4.356195988642664,52.02068273213007,240,0-0-0
3438,AgentG,G_2,2023-05-01 15:01:59,4.3497636751020305,52.00588464056726,90,0-0-0
3439,AgentL,L_1,2023-05-01 15:02:22,4.362993490298012,51.99228364970938,200,0-0-0
3440,AgentN,N_2,2023-05-01 15:02:22,4.343843507959375,51.988654715211474,20,0-0-0
3441,AgentB,B_1,2023-05-01 15:02:45,4.356195988642664,52.02068273213007,240,0-0-0
3442,AgentP,P_2,2023-05-01 15:02:45,4.3722575502121686,52.00756391246674,110,0-0-0
3443,AgentQ,Q_1,2023-05-01 15:03:08,4.331826600915831,52.00559032961253,130,0-0-0
3444,AgentQ,Q_2,2023-05-01 15:03:08,4.331826600915831,52.00559032961253,130,0-0-0
3445,AgentL,L_1,2023-05-01 15:03:31,4.362993490298012,51.99228364970938,200,0-0-0
3446,AgentP,P_1,2023-05-01 15:03:31,4.3722575502121686,52.00756391246674,110,0-0-0
3447,AgentP,P_2,2023-05-01 15:03:31,4.3722575502121686,52.00756391246674,110,0-0-0
3448,AgentR,R_1,2023-05-01 15:03:31,4.3130442538808955,52.010795718961376,240,0-0-0
3449,AgentO,O_2,2023-05-01 15:03:54,4.367319006028084,52.01656390349047,120,0-0-0
3450,AgentF,F_1,2023-05-01 15:04:17,4.351158254660443,52.01675535907515,60,0-0-0
3451,AgentI,I_2,2023-05-01 15:05:03,4.356195988642664,52.02068273213007,240,0-0-0
3452,AgentE,E_2,2023-05-01 15:05:26,4.354210226742795,51.99748328880215,240,0-0-0
3453,AgentC,C_2,2023-05-01 15:06:12,4.351158254660443,52.01675535907515,180,0-0-0
3454,AgentF,F_1,2023-05-01 15:06:12,4.351158254660443,52.01675535907515,60,0-0-0
3455,AgentM,M_1,2023-05-01 15:06:12,4.362993490298012,51.99228364970938,60,0-0-0
3456,AgentQ,Q_2,2023-05-01 15:06:12,4.331826600915831,52.00559032961253,130,0-0-0
3457,AgentR,R_1,2023-05-01 15:06:58,4.3130442538808955,52.010795718961376,240,0-0-0
3458,AgentD,D_1,2023-05-01 15:07:21,4.354546234187175,51.98921655191236,120,0-0-0
3459,AgentF,F_2,2023-05-01 15:07:44,4.351158254660443,52.01675535907515,60,0-0-0
3460,AgentR,R_1,2023-05-01 15:08:07,4.3130442538808955,52.010795718961376,240,0-0-0
3461,AgentR,R_2,2023-05-01 15:08:07,4.3130442538808955,52.010795718961376,240,0-0-0
3462,AgentC,C_1,2023-05-01 15:08:30,4.351158254660443,52.01675535907515,180,0-0-0
3463,AgentF,F_2,2023-05-01 15:08:30,4.351158254660443,52.01675535907515,60,0-0-0
3464,AgentI,I_2,2023-05-01 15:08:53,4.356195988642664,52.02068273213007,240,0-0-0
3465,AgentR,R_2,2023-05-01 15:08:53,4.3130442538808955,52.010795718961376,240,0-0-0
3466,AgentT,T_2,2023-05-01 15:10:02,4.345080687398505,52.002454495256956,120,0-0-0
3467,AgentJ,J_1,2023-05-01 15:10:25,4.356550142366685,51.996416163037686,300,0-0-0
3468,AgentA,A_2,2023-05-01 15:11:11,4.345080687398505,52.002454495256956,120,0-0-0
3469,AgentC,C_1,2023-05-01 15:11:11,4.351158254660443,52.01675535907515,180,0-0-0
3470,AgentE,E_1,2023-05-01 15:11:11,4.354210226742795,51.99748328880215,240,0-0-0
3471,AgentJ,J_1,2023-05-01 15:11:11,4.356550142366685,51.996416163037686,300,0-0-0
3472,AgentT,T_2,2023-05-01 15:11:11,4.345080687398505,52.002454495256956,120,0-0-0
3473,AgentF,F_2,2023-05-01 15:11:57,4.351158254660443,52.01675535907515,60,0-0-0
3474,AgentM,M_2,2023-05-01 15:11:57,4.362993490298012,51.99228364970938,60,0-0-0
3475,AgentE,E_2,2023-05-01 15:12:20,4.354210226742795,51.99748328880215,240,0-0-0
3476,AgentK,K_2,2023-05-01 15:12:43,4.358461253347032,51.981664304120635,120,0-0-0
3477,AgentL,L_1,2023-05-01 15:12:43,4.362993490298012,51.99228364970938,200,0-0-0
3478,AgentN,N_1,2023-05-01 15:12:43,4.343843507959375,51.988654715211474,20,0-0-0
3479,AgentB,B_2,2023-05-01 15:13:29,4.356195988642664,52.02068273213007,240,0-0-0
3480,AgentC,C_2,2023-05-01 15:13:29,4.351158254660443,52.01675535907515,180,0-0-0
3481,AgentG,G_2,2023-05-01 15:13:29,4.3497636751020305,52.00588464056726,90,0-0-0
3482,AgentC,C_1,2023-05-01 15:14:15,4.351158254660443,52.01675535907515,180,0-0-0
3483,AgentN,N_1,2023-05-01 15:14:15,4.343843507959375,51.988654715211474,20,0-0-0
3484,AgentM,M_2,2023-05-01 15:14:38,4.362993490298012,51.99228364970938,60,0-0-0
3485,AgentR,R_1,2023-05-01 15:14:38,4.3130442538808955,52.010795718961376,240,0-0-0
3486,AgentH,H_2,2023-05-01 15:15:24,4.343948528788537,52.018561346495936,110,0-0-0
3487,AgentJ,J_1,2023-05-01 15:15:47,4.356550142366685,51.996416163037686,300,0-0-0
3488,AgentD,D_2,2023-05-01 15:16:33,4.354546234187175,51.98921655191236,120,0-0-0
3489,AgentG,G_2,2023-05-01 15:16:33,4.3497636751020305,52.00588464056726,90,0-0-0
3490,AgentK,K_2,2023-05-01 15:16:33,4.358461253347032,51.981664304120635,120,0-0-0
3491,AgentK,K_2,2023-05-01 15:16:56,4.358461253347032,51.981664304120635,120,0-0-0
3492,AgentN,N_2,2023-05-01 15:16:56,4.343843507959375,51.988654715211474,20,0-0-0
3493,AgentL,L_2,2023-05-01 15:18:05,4.362993490298012,51.99228364970938,200,0-0-0
3494,AgentK,K_2,2023-05-01 15:18:51,4.358461253347032,51.981664304120635,120,0-0-0
3495,AgentR,R_1,2023-05-01 15:18:51,4.3130442538808955,52.010795718961376,240,0-0-0
3496,AgentS,S_1,2023-05-01 15:18:51,4.355000928025534,52.01057788285986,20,0-0-0
3497,AgentG,G_1,2023-05-01 15:19:14,4.3497636751020305,52.00588464056726,90,0-0-0
3498,AgentK,K_2,2023-05-01 15:19:14,4.358461253347032,51.981664304120635,120,0-0-0
3499,AgentA,A_2,2023-05-01 15:20:00,4.345080687398505,52.002454495256956,120,0-0-0
3500,AgentI,I_1,2023-05-01 15:20:00,4.356195988642664,52.02068273213007,240,0-0-0
3501,AgentQ,Q_1,2023-05-01 15:20:00,4.331826600915831,52.00559032961253,130,0-0-0
3502,AgentR,R_1,2023-05-01 15:20:23,4.3130442538808955,52.010795718961376,240,0-0-0
3503,AgentS,S_2,2023-05-01 15:20:23,4.355000928025534,52.01057788285986,20,0-0-0
3504,AgentJ,J_1,2023-05-01 15:20:46,4.356550142366685,51.996416163037686,300,0-0-0
3505,AgentL,L_1,2023-05-01 15:20:46,4.362993490298012,51.99228364970938,200,0-0-0
3506,AgentK,K_1,2023-05-01 15:21:09,4.358461253347032,51.981664304120635,120,0-0-0
3507,AgentC,C_1,2023-05-01 15:21:55,4.351158254660443,52.01675535907515,180,0-0-0
3508,AgentF,F_1,2023-05-01 15:21:55,4.351158254660443,52.01675535907515,60,0-0-0
3509,AgentB,B_2,2023-05-01 15:22:41,4.356195988642664,52.02068273213007,240,0-0-0
3510,AgentE,E_2,2023-05-01 15:22:41,4.354210226742795,51.99748328880215,240,0-0-0
3511,AgentP,P_1,2023-05-01 15:22:41,4.3722575502121686,52.00756391246674,110,0-0-0
3512,AgentS,S_1,2023-05-01 15:23:04,4.355000928025534,52.01057788285986,20,0-0-0
3513,AgentH,H_2,2023-05-01 15:23:27,4.343948528788537,52.018561346495936,110,0-0-0
3514,AgentJ,J_2,2023-05-01 15:23:50,4.356550142366685,51.996416163037686,300,0-0-0
3515,AgentL,L_2,2023-05-01 15:23:50,4.362993490298012,51.99228364970938,200,0-0-0
3516,AgentM,M_1,2023-05-01 15:24:13,4.362993490298012,51.99228364970938,60,0-0-0
3517,AgentR,R_1,2023-05-01 15:24:13,4.3130442538808955,52.010795718961376,240,0-0-0
3518,AgentT,T_1,2023-05-01 15:24:13,4.345080687398505,52.002454495256956,120,0-0-0
3519,AgentH,H_1,2023-05-01 15:24:36,4.343948528788537,52.018561346495936,110,0-0-0
3520,AgentL,L_2,2023-05-01 15:25:22,4.362993490298012,51.99228364970938,200,0-0-0
3521,AgentR,R_2,2023-05-01 15:25:22,4.3130442538808955,52.010795718961376,240,0-0-0
3522,AgentK,K_2,2023-05-01 15:25:45,4.358461253347032,51.981664304120635,120,0-0-0
3523,AgentL,L_1,2023-05-01 15:25:45,4.362993490298012,51.99228364970938,200,0-0-0
3524,AgentP,P_1,2023-05-01 15:25:45,4.3722575502121686,52.00756391246674,110,0-0-0
3525,AgentE,E_1,2023-05-01 15:26:08,4.354210226742795,51.99748328880215,240,0-0-0
3526,AgentK,K_2,2023-05-01 15:26:08,4.358461253347032,51.981664304120635,120,0-0-0
3527,AgentN,N_2,2023-05-01 15:26:08,4.343843507959375,51.988654715211474,20,0-0-0
3528,AgentL,L_1,2023-05-01 15:26:31,4.362993490298012,51.99228364970938,200,0-0-0
3529,AgentD,D_1,2023-05-01 15:26:54,4.354546234187175,51.98921655191236,120,0-0-0
3530,AgentS,S_1,2023-05-01 15:26:54,4.355000928025534,52.01057788285986,20,0-0-0
3531,AgentS,S_2,2023-05-01 15:27:17,4.355000928025534,52.01057788285986,20,0-0-0
3532,AgentA,A_1,2023-05-01 15:28:26,4.345080687398505,52.002454495256956,120,0-0-0
3533,AgentJ,J_2,2023-05-01 15:28:26,4.356550142366685,51.996416163037686,300,0-0-0
3534,AgentQ,Q_1,2023-05-01 15:28:26,4.331826600915831,52.00559032961253,130,0-0-0
3535,AgentE,E_1,2023-05-01 15:28:49,4.354210226742795,51.99748328880215,240,0-0-0
3536,AgentE,E_2,2023-05-01 15:28:49,4.354210226742795,51.99748328880215,240,0-0-0
3537,AgentG,G_2,2023-05-01 15:29:12,4.3497636751020305,52.00588464056726,90,0-0-0
3538,AgentO,O_1,2023-05-01 15:29:12,4.367319006028084,52.01656390349047,120,0-0-0
3539,AgentG,G_1,2023-05-01 15:29:35,4.3497636751020305,52.00588464056726,90,0-0-0
3540,AgentF,F_1,2023-05-01 15:29:58,4.351158254660443,52.01675535907515,60,0-0-0
3541,AgentF,F_2,2023-05-01 15:30:21,4.351158254660443,52.01675535907515,60,0-0-0
3542,AgentH,H_2,2023-05-01 15:30:44,4.343948528788537,52.018561346495936,110,0-0-0
3543,AgentJ,J_1,2023-05-01 15:31:07,4.356550142366685,51.996416163037686,300,0-0-0
3544,AgentK,K_2,2023-05-01 15:31:07,4.358461253347032,51.981664304120635,120,0-0-0
3545,AgentM,M_1,2023-05-01 15:31:07,4.362993490298012,51.99228364970938,60,0-0-0
3546,AgentA,A_2,2023-05-01 15:31:30,4.345080687398505,52.002454495256956,120,0-0-0
3547,AgentF,F_2,2023-05-01 15:31:30,4.351158254660443,52.01675535907515,60,0-0-0
3548,AgentK,K_1,2023-05-01 15:31:53,4.358461253347032,51.981664304120635,120,0-0-0
3549,AgentL,L_2,2023-05-01 15:32:39,4.362993490298012,51.99228364970938,200,0-0-0
3550,AgentP,P_2,2023-05-01 15:32:39,4.3722575502121686,52.00756391246674,110,0-0-0
3551,AgentT,T_2,2023-05-01 15:32:39,4.345080687398505,52.002454495256956,120,0-0-0
3552,AgentT,T_1,2023-05-01 15:33:25,4.345080687398505,52.002454495256956,120,0-0-0
3553,AgentD,D_1,2023-05-01 15:33:48,4.354546234187175,51.98921655191236,120,0-0-0
3554,AgentM,M_2,2023-05-01 15:33:48,4.362993490298012,51.99228364970938,60,0-0-0
3555,AgentM,M_1,2023-05-01 15:34:11,4.362993490298012,51.99228364970938,60,0-0-0
3556,AgentT,T_1,2023-05-01 15:34:34,4.345080687398505,52.002454495256956,120,0-0-0
3557,AgentH,H_1,2023-05-01 15:34:57,4.343948528788537,52.018561346495936,110,0-0-0
3558,AgentJ,J_1,2023-05-01 15:34:57,4.356550142366685,51.996416163037686,300,0-0-0
3559,AgentR,R_1,2023-05-01 15:34:57,4.3130442538808955,52.010795718961376,240,0-0-0
3560,AgentB,B_2,2023-05-01 15:35:20,4.356195988642664,52.02068273213007,240,0-0-0
3561,AgentE,E_2,2023-05-01 15:35:20,4.354210226742795,51.99748328880215,240,0-0-0
3562,AgentK,K_1,2023-05-01 15:35:20,4.358461253347032,51.981664304120635,120,0-0-0
3563,AgentA,A_1,2023-05-01 15:35:43,4.345080687398505,52.002454495256956,120,0-0-0
3564,AgentA,A_2,2023-05-01 15:35:43,4.345080687398505,52.002454495256956,120,0-0-0
3565,AgentB,B_2,2023-05-01 15:35:43,4.356195988642664,52.02068273213007,240,0-0-0
3566,AgentI,I_2,2023-05-01 15:36:06,4.356195988642664,52.02068273213007,240,0-0-0
3567,AgentC,C_2,2023-05-01 15:36:29,4.351158254660443,52.01675535907515,180,0-0-0
3568,AgentJ,J_2,2023-05-01 15:36:29,4.356550142366685,51.996416163037686,300,0-0-0
3569,AgentP,P_2,2023-05-01 15:36:29,4.3722575502121686,52.00756391246674,110,0-0-0
3570,AgentT,T_2,2023-05-01 15:36:29,4.345080687398505,52.002454495256956,120,0-0-0
3571,AgentM,M_1,2023-05-01 15:36:52,4.362993490298012,51.99228364970938,60,0-0-0
3572,AgentQ,Q_2,2023-05-01 15:36:52,4.331826600915831,52.00559032961253,130,0-0-0
3573,AgentO,O_2,2023-05-01 15:37:15,4.367319006028084,52.01656390349047,120,0-0-0
3574,AgentS,S_1,2023-05-01 15:38:24,4.355000928025534,52.01057788285986,20,0-0-0
3575,AgentQ,Q_1,2023-05-01 15:39:10,4.331826600915831,52.00559032961253,130,0-0-0
3576,AgentG,G_2,2023-05-01 15:39:33,4.3497636751020305,52.00588464056726,90,0-0-0
3577,AgentA,A_2,2023-05-01 15:40:42,4.345080687398505,52.002454495256956,120,0-0-0
3578,AgentF,F_2,2023-05-01 15:40:42,4.351158254660443,52.01675535907515,60,0-0-0
3579,AgentH,H_2,2023-05-01 15:41:05,4.343948528788537,52.018561346495936,110,0-0-0
3580,AgentD,D_1,2023-05-01 15:41:28,4.354546234187175,51.98921655191236,120,0-0-0
3581,AgentI,I_1,2023-05-01 15:41:28,4.356195988642664,52.02068273213007,240,0-0-0
3582,AgentA,A_2,2023-05-01 15:41:51,4.345080687398505,52.002454495256956,120,0-0-0
3583,AgentF,F_2,2023-05-01 15:41:51,4.351158254660443,52.01675535907515,60,0-0-0
3584,AgentH,H_2,2023-05-01 15:41:51,4.343948528788537,52.018561346495936,110,0-0-0
3585,AgentK,K_1,2023-05-01 15:41:51,4.358461253347032,51.981664304120635,120,0-0-0
3586,AgentL,L_2,2023-05-01 15:41:51,4.362993490298012,51.99228364970938,200,0-0-0
3587,AgentR,R_2,2023-05-01 15:42:37,4.3130442538808955,52.010795718961376,240,0-0-0
3588,AgentA,A_1,2023-05-01 15:43:00,4.345080687398505,52.002454495256956,120,0-0-0
3589,AgentH,H_1,2023-05-01 15:43:00,4.343948528788537,52.018561346495936,110,0-0-0
3590,AgentQ,Q_2,2023-05-01 15:43:23,4.331826600915831,52.00559032961253,130,0-0-0
3591,AgentD,D_2,2023-05-01 15:43:46,4.354546234187175,51.98921655191236,120,0-0-0
3592,AgentF,F_2,2023-05-01 15:43:46,4.351158254660443,52.01675535907515,60,0-0-0
3593,AgentT,T_1,2023-05-01 15:43:46,4.345080687398505,52.002454495256956,120,0-0-0
3594,AgentF,F_1,2023-05-01 15:44:09,4.351158254660443,52.01675535907515,60,0-0-0
3595,AgentI,I_1,2023-05-01 15:44:09,4.356195988642664,52.02068273213007,240,0-0-0
3596,AgentJ,J_2,2023-05-01 15:44:09,4.356550142366685,51.996416163037686,300,0-0-0
3597,AgentM,M_2,2023-05-01 15:44:32,4.362993490298012,51.99228364970938,60,0-0-0
3598,AgentK,K_2,2023-05-01 15:44:55,4.358461253347032,51.981664304120635,120,0-0-0
3599,AgentO,O_2,2023-05-01 15:44:55,4.367319006028084,52.01656390349047,120,0-0-0
3600,AgentS,S_1,2023-05-01 15:44:55,4.355000928025534,52.01057788285986,20,0-0-0
3601,AgentL,L_1,2023-05-01 15:45:18,4.362993490298012,51.99228364970938,200,0-0-0
3602,AgentQ,Q_1,2023-05-01 15:45:41,4.331826600915831,52.00559032961253,130,0-0-0
3603,AgentC,C_2,2023-05-01 15:46:27,4.351158254660443,52.01675535907515,180,0-0-0
3604,AgentJ,J_1,2023-05-01 15:46:50,4.356550142366685,51.996416163037686,300,0-0-0
3605,AgentK,K_2,2023-05-01 15:46:50,4.358461253347032,51.981664304120635,120,0-0-0
3606,AgentM,M_1,2023-05-01 15:47:13,4.362993490298012,51.99228364970938,60,0-0-0
3607,AgentB,B_1,2023-05-01 15:47:36,4.356195988642664,52.02068273213007,240,0-0-0
3608,AgentK,K_2,2023-05-01 15:48:22,4.358461253347032,51.981664304120635,120,0-0-0
3609,AgentA,A_2,2023-05-01 15:48:45,4.345080687398505,52.002454495256956,120,0-0-0
3610,AgentC,C_1,2023-05-01 15:49:08,4.351158254660443,52.01675535907515,180,0-0-0
3611,AgentS,S_2,2023-05-01 15:49:08,4.355000928025534,52.01057788285986,20,0-0-0
3612,AgentB,B_1,2023-05-01 15:49:54,4.356195988642664,52.02068273213007,240,0-0-0
3613,AgentA,A_1,2023-05-01 15:50:17,4.345080687398505,52.002454495256956,120,0-0-0
3614,AgentB,B_2,2023-05-01 15:50:17,4.356195988642664,52.02068273213007,240,0-0-0
3615,AgentL,L_1,2023-05-01 15:51:49,4.362993490298012,51.99228364970938,200,0-0-0
3616,AgentL,L_2,2023-05-01 15:51:49,4.362993490298012,51.99228364970938,200,0-0-0
3617,AgentG,G_2,2023-05-01 15:52:12,4.3497636751020305,52.00588464056726,90,0-0-0
3618,AgentI,I_2,2023-05-01 15:52:12,4.356195988642664,52.02068273213007,240,0-0-0
3619,AgentB,B_1,2023-05-01 15:52:35,4.356195988642664,52.02068273213007,240,0-0-0
